Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology|Medical Technologist",14726.33,122,120.71,2015
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Electroneurodiagnostic",286.71,5,57.34,2015
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Nephrology",303.46,7,43.35,2015
"Technologists, Technicians & Other Technical Service Providers|Specialist/Technologist, Other|Surgical Assistant",64.36,1,64.36,2015
"Technologists, Technicians & Other Technical Service Providers|Technician, Cardiology",278.39,16,17.4,2015
"Technologists, Technicians & Other Technical Service Providers|Technician, Other|Clinical Laboratory Director, Non-physician",1394.67,13,107.28,2015
"Technologists, Technicians & Other Technical Service Providers|Technician, Pathology|Medical Laboratory",14.84,1,14.84,2015
"Technologists, Technicians & Other Technical Service Providers|Technician, Pathology|Phlebotomy",37.82,2,18.91,2015
Transportation Services|Ambulance,128.2,13,9.86,2015
NA,636386043.18,51210,12426.99,2015
Agencies|Case Management,583.24,6,97.21,2016
Agencies|Community/Behavioral Health,616.88,17,36.29,2016
Agencies|Public Health or Welfare,76175.73,150,507.84,2016
Agencies|Voluntary or Charitable,82.79,1,82.79,2016
Allopathic & Osteopathic Physicians|Allergy & Immunology,14149022.8,70966,199.38,2016
Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,2761283.26,21188,130.32,2016
Allopathic & Osteopathic Physicians|Allergy & Immunology|Clinical & Laboratory Immunology,203907.75,1304,156.37,2016
Allopathic & Osteopathic Physicians|Anesthesiology,19248626.54,110301,174.51,2016
Allopathic & Osteopathic Physicians|Anesthesiology|Addiction Medicine,130466.06,215,606.82,2016
Allopathic & Osteopathic Physicians|Anesthesiology|Critical Care Medicine,848885.37,1624,522.71,2016
Allopathic & Osteopathic Physicians|Anesthesiology|Hospice and Palliative Medicine,1148.23,59,19.46,2016
Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,9740982.95,90063,108.16,2016
Allopathic & Osteopathic Physicians|Anesthesiology|Pediatric Anesthesiology,446181.25,711,627.54,2016
Allopathic & Osteopathic Physicians|Clinical Pharmacology,613501.2,467,1313.71,2016
Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,5261057.78,17481,300.96,2016
Allopathic & Osteopathic Physicians|Dermatology,44055371.14,313159,140.68,2016
Allopathic & Osteopathic Physicians|Dermatology|Clinical & Laboratory Dermatological Immunology,245513.59,1418,173.14,2016
Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology,1269617.52,6109,207.83,2016
Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,1657428.83,11939,138.82,2016
Allopathic & Osteopathic Physicians|Dermatology|Pediatric Dermatology,660136.57,2701,244.4,2016
Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,2151066.7,16312,131.87,2016
Allopathic & Osteopathic Physicians|Electrodiagnostic Medicine,8361.96,53,157.77,2016
Allopathic & Osteopathic Physicians|Emergency Medicine,23813331.6,55051,432.57,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,503080.51,3142,160.11,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Hospice and Palliative Medicine,2130.05,36,59.17,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Medical Toxicology,52583.08,167,314.87,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Pediatric Emergency Medicine,19678.11,255,77.17,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Sports Medicine,80955.14,465,174.1,2016
Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,229707.48,817,281.16,2016
Allopathic & Osteopathic Physicians|Family Medicine,68301951.35,1987034,34.37,2016
Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,567606.64,2305,246.25,2016
Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,127324.04,1612,78.99,2016
Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,868664.63,15901,54.63,2016
Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,937661.72,13382,70.07,2016
Allopathic & Osteopathic Physicians|Family Medicine|Hospice and Palliative Medicine,51437.03,945,54.43,2016
Allopathic & Osteopathic Physicians|Family Medicine|Obesity Medicine,26346.96,315,83.64,2016
Allopathic & Osteopathic Physicians|Family Medicine|Sleep Medicine,150190.38,859,174.84,2016
Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,593533.69,14128,42.01,2016
Allopathic & Osteopathic Physicians|General Practice,26356899.89,128957,204.39,2016
Allopathic & Osteopathic Physicians|Hospitalist,1455000.29,26051,55.85,2016
Allopathic & Osteopathic Physicians|Independent Medical Examiner,71105.87,141,504.3,2016
Allopathic & Osteopathic Physicians|Internal Medicine,99449739.37,1815930,54.77,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,556183.89,1984,280.33,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,263480.94,5161,51.05,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Advanced Heart Failure and Transplant Cardiology,304225.07,968,314.28,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,1537222.43,6945,221.34,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,105785710.07,693085,152.63,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical & Laboratory Immunology,12054.78,201,59.97,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,30890032.23,102413,301.62,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,4053946.96,35878,112.99,2016
"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",79283282.21,338188,234.44,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,57981192.74,394383,147.02,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,2251444.15,31177,72.21,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,7164535.35,16393,437.05,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,59690735.69,316801,188.42,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,4113793.28,6631,620.39,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Hospice and Palliative Medicine,164768.77,1553,106.1,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Hypertension Specialist,360870.04,390,925.31,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,22216944.46,88640,250.64,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,28558187.51,179819,158.82,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Magnetic Resonance Imaging (MRI),85140.75,152,560.14,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,28419788.72,78067,364.04,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,15510858.53,87967,176.33,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Obesity Medicine,15405.0,294,52.4,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,34711661.69,244052,142.23,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,33396759.0,264036,126.49,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,740460.58,8235,89.92,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,230739.72,1366,168.92,2016
Allopathic & Osteopathic Physicians|Internal Medicine|Transplant Hepatology,752536.83,1294,581.56,2016
Allopathic & Osteopathic Physicians|Legal Medicine,21114.47,279,75.68,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Biochemical Genetics,181512.62,325,558.5,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Cytogenetic,14573.6,18,809.64,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Genetics (M.D.),1658628.46,2781,596.41,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Molecular Genetics,51550.13,70,736.43,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Molecular Genetic Pathology,10302.67,30,343.42,2016
Allopathic & Osteopathic Physicians|Medical Genetics|Ph.D. Medical Genetics,7054.22,5,1410.84,2016
Allopathic & Osteopathic Physicians|Neurological Surgery,100878018.32,84729,1190.6,2016
Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,590762.73,6835,86.43,2016
"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",1075243.48,2870,374.65,2016
Allopathic & Osteopathic Physicians|Nuclear Medicine,709442.6,2047,346.58,2016
Allopathic & Osteopathic Physicians|Nuclear Medicine|In Vivo & In Vitro Nuclear Medicine,263.29,3,87.76,2016
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Cardiology,3581334.35,6013,595.6,2016
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Imaging & Therapy,50952.44,552,92.31,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,22342719.48,260318,85.83,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Critical Care Medicine,8815.18,107,82.38,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,1742606.89,5089,342.43,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,2547747.31,8359,304.79,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,3345980.32,21132,158.34,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Hospice and Palliative Medicine,31495.16,203,155.15,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,786314.37,3282,239.58,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obesity Medicine,6510.68,40,162.77,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,581279.15,6159,94.38,2016
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,2240375.36,12145,184.47,2016
Allopathic & Osteopathic Physicians|Ophthalmology,67776397.95,160491,422.31,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Glaucoma Specialist,1291.1,5,258.22,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Neuro-ophthalmology,87.93,1,87.93,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Ophthalmic Plastic and Reconstructive Surgery,341119.46,806,423.23,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Pediatric Ophthalmology and Strabismus Specialist,55.71,3,18.57,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,140185.75,448,312.91,2016
Allopathic & Osteopathic Physicians|Ophthalmology|Uveitis and Ocular Inflammatory Disease,18797.95,26,723.0,2016
Allopathic & Osteopathic Physicians|Oral & Maxillofacial Surgery,830239.81,3573,232.36,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery,295099831.56,215037,1372.32,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Adult Reconstructive Orthopaedic Surgery,48910388.17,15841,3087.58,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,6877949.5,8581,801.53,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,6169536.77,11356,543.28,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,61059926.33,31213,1956.23,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma,7629545.57,6668,1144.2,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery,1457669.69,2514,579.82,2016
Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,26875699.93,23345,1151.24,2016
Allopathic & Osteopathic Physicians|Otolaryngology,10897447.41,52263,208.51,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Facial Plastic Surgery,1020034.52,4530,225.17,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngic Allergy,87025.84,945,92.09,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery,695603.98,6042,115.13,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Otology & Neurotology,621896.68,1641,378.97,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Pediatric Otolaryngology,498535.85,1781,279.92,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,901269.78,3348,269.2,2016
Allopathic & Osteopathic Physicians|Otolaryngology|Sleep Medicine,24887.63,440,56.56,2016
Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,7005073.88,65953,106.21,2016
Allopathic & Osteopathic Physicians|Pain Medicine|Pain Medicine,3638193.45,30994,117.38,2016
Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology,1919845.33,1988,965.72,2016
Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology,4844084.61,9767,495.96,2016
Allopathic & Osteopathic Physicians|Pathology|Blood Banking & Transfusion Medicine,3269276.95,1555,2102.43,2016
Allopathic & Osteopathic Physicians|Pathology|Chemical Pathology,4385.78,48,91.37,2016
Allopathic & Osteopathic Physicians|Pathology|Clinical Informatics,1500.0,1,1500.0,2016
Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology,490771.86,754,650.89,2016
Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology/Laboratory Medicine,1120898.73,1490,752.28,2016
Allopathic & Osteopathic Physicians|Pathology|Cytopathology,102195.45,447,228.63,2016
Allopathic & Osteopathic Physicians|Pathology|Dermatopathology,70380.31,454,155.02,2016
Allopathic & Osteopathic Physicians|Pathology|Forensic Pathology,2565.24,76,33.75,2016
Allopathic & Osteopathic Physicians|Pathology|Hematology,310778.67,603,515.39,2016
Allopathic & Osteopathic Physicians|Pathology|Immunopathology,213590.45,152,1405.2,2016
Allopathic & Osteopathic Physicians|Pathology|Medical Microbiology,87394.01,103,848.49,2016
Allopathic & Osteopathic Physicians|Pathology|Molecular Genetic Pathology,82804.58,129,641.9,2016
Allopathic & Osteopathic Physicians|Pathology|Neuropathology,74035.43,163,454.21,2016
Allopathic & Osteopathic Physicians|Pathology|Pediatric Pathology,14407.1,70,205.82,2016
Allopathic & Osteopathic Physicians|Pediatrics,13486135.28,187908,71.77,2016
Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,267047.2,8020,33.3,2016
Allopathic & Osteopathic Physicians|Pediatrics|Child Abuse Pediatrics,745.51,11,67.77,2016
Allopathic & Osteopathic Physicians|Pediatrics|Clinical & Laboratory Immunology,114520.66,97,1180.63,2016
Allopathic & Osteopathic Physicians|Pediatrics|Developmental  Behavioral Pediatrics,142187.59,1495,95.11,2016
Allopathic & Osteopathic Physicians|Pediatrics|Hospice and Palliative Medicine,7776.39,92,84.53,2016
Allopathic & Osteopathic Physicians|Pediatrics|Medical Toxicology,85.16,6,14.19,2016
Allopathic & Osteopathic Physicians|Pediatrics|Neonatal-Perinatal Medicine,981866.79,3088,317.96,2016
Allopathic & Osteopathic Physicians|Pediatrics|Neurodevelopmental Disabilities,1920393.45,1641,1170.26,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,1133913.44,3794,298.87,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,2324278.05,7222,321.83,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Critical Care Medicine,8944719.99,1089,8213.7,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Emergency Medicine,54244.63,527,102.93,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,2945761.64,15624,188.54,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,1694726.64,7926,213.82,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,4867313.77,8534,570.34,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Infectious Diseases,1714824.51,2635,650.79,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Nephrology,817680.31,1870,437.26,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,1835367.84,8063,227.63,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Rheumatology,497249.9,1413,351.91,2016
Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Transplant Hepatology,2624.35,22,119.29,2016
Allopathic & Osteopathic Physicians|Pediatrics|Sleep Medicine,22533.21,281,80.19,2016
Allopathic & Osteopathic Physicians|Pediatrics|Sports Medicine,26750.0,168,159.23,2016
Allopathic & Osteopathic Physicians|Phlebology,114204.32,374,305.36,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,6918144.03,75638,91.46,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Brain Injury Medicine,582.61,6,97.1,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Hospice and Palliative Medicine,39235.97,415,94.54,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Neuromuscular Medicine,6568.06,136,48.29,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,2534980.34,30630,82.76,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pediatric Rehabilitation Medicine,53105.4,332,159.96,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Spinal Cord Injury Medicine,294413.98,785,375.05,2016
Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Sports Medicine,111934.32,2692,41.58,2016
Allopathic & Osteopathic Physicians|Plastic Surgery,19241043.36,44100,436.3,2016
Allopathic & Osteopathic Physicians|Plastic Surgery|Plastic Surgery Within the Head and Neck,1666281.11,1249,1334.09,2016
Allopathic & Osteopathic Physicians|Plastic Surgery|Surgery of the Hand,405765.53,1451,279.65,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Aerospace Medicine,28442.73,296,96.09,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Clinical Informatics,102.6,1,102.6,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Medical Toxicology,29166.08,24,1215.25,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Obesity Medicine,335.55,14,23.97,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,300964.02,2146,140.24,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Preventive Medicine/Occupational Environmental Medicine,145286.62,643,225.95,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Public Health & General Preventive Medicine,1116303.69,2589,431.17,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Sports Medicine,3890.99,205,18.98,2016
Allopathic & Osteopathic Physicians|Preventive Medicine|Undersea and Hyperbaric Medicine,231340.14,1223,189.16,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Medicine,586487.29,3279,178.86,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Psychiatry,376746.83,2470,152.53,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Behavioral Neurology & Neuropsychiatry,80201.66,448,179.02,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,1731945.99,23409,73.99,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Clinical Neurophysiology,1634119.98,10005,163.33,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Diagnostic Neuroimaging,13846.63,448,30.91,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Forensic Psychiatry,207349.92,2166,95.73,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Geriatric Psychiatry,378136.53,2433,155.42,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Hospice and Palliative Medicine,60923.04,123,495.31,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurocritical Care,27608.16,110,250.98,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurodevelopmental Disabilities,11810.65,98,120.52,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,85500932.06,462487,184.87,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,5363401.22,20406,262.83,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neuromuscular Medicine,227068.14,1493,152.09,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Obesity Medicine,7633.72,23,331.9,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Pain Medicine,426746.54,3658,116.66,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,50771756.52,363978,139.49,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychosomatic Medicine,70142.85,1220,57.49,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Sleep Medicine,923334.21,4140,223.03,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Sports Medicine,1505.71,67,22.47,2016
Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,708830.95,3088,229.54,2016
Allopathic & Osteopathic Physicians|Radiology|Body Imaging,9619879.25,1259,7640.89,2016
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Neuroimaging,91587.85,150,610.59,2016
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,31164666.61,50432,617.95,2016
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Ultrasound,47161.48,195,241.85,2016
Allopathic & Osteopathic Physicians|Radiology|Hospice and Palliative Medicine,1312.41,11,119.31,2016
Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,4892293.08,3984,1227.99,2016
Allopathic & Osteopathic Physicians|Radiology|Nuclear Radiology,179226.36,370,484.4,2016
Allopathic & Osteopathic Physicians|Radiology|Pediatric Radiology,255359.35,414,616.81,2016
Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,7590255.06,25821,293.96,2016
Allopathic & Osteopathic Physicians|Radiology|Radiological Physics,7204.92,28,257.32,2016
Allopathic & Osteopathic Physicians|Radiology|Therapeutic Radiology,227630.94,691,329.42,2016
Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,9307357.7,22583,412.14,2016
Allopathic & Osteopathic Physicians|Surgery,44069754.38,172707,255.17,2016
Allopathic & Osteopathic Physicians|Surgery|Hospice and Palliative Medicine,5013.14,41,122.27,2016
Allopathic & Osteopathic Physicians|Surgery|Pediatric Surgery,265051.87,1404,188.78,2016
Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,6683231.73,19817,337.25,2016
Allopathic & Osteopathic Physicians|Surgery|Surgery of the Hand,1309466.55,1669,784.58,2016
Allopathic & Osteopathic Physicians|Surgery|Surgical Critical Care,3140921.68,3555,883.52,2016
Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,4271901.11,7832,545.44,2016
Allopathic & Osteopathic Physicians|Surgery|Trauma Surgery,690827.08,3046,226.8,2016
Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,15198808.8,65619,231.62,2016
Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),27350285.57,72479,377.35,2016
Allopathic & Osteopathic Physicians|Transplant Surgery,1427157.91,3522,405.21,2016
Allopathic & Osteopathic Physicians|Urology,30142149.18,205930,146.37,2016
Allopathic & Osteopathic Physicians|Urology|Female Pelvic Medicine and Reconstructive Surgery,315117.16,1083,290.97,2016
Allopathic & Osteopathic Physicians|Urology|Pediatric Urology,90568.6,894,101.31,2016
Ambulatory Health Care Facilities|Clinic/Center,10594.1,12,882.84,2016
Ambulatory Health Care Facilities|Clinic/Center|Adolescent and Children Mental Health,201.3,4,50.32,2016
Ambulatory Health Care Facilities|Clinic/Center|Adult Day Care,30.23,1,30.23,2016
Ambulatory Health Care Facilities|Clinic/Center|Adult Mental Health,155.15,7,22.16,2016
Ambulatory Health Care Facilities|Clinic/Center|Ambulatory Family Planning Facility,13872.57,275,50.45,2016
Ambulatory Health Care Facilities|Clinic/Center|Ambulatory Surgical,99.76,2,49.88,2016
Ambulatory Health Care Facilities|Clinic/Center|Community Health,41617.2,88,472.92,2016
Ambulatory Health Care Facilities|Clinic/Center|Dental,684.92,10,68.49,2016
Ambulatory Health Care Facilities|Clinic/Center|Emergency Care,154.05,7,22.01,2016
Ambulatory Health Care Facilities|Clinic/Center|End-Stage Renal Disease (ESRD) Treatment,84.37,1,84.37,2016
"Ambulatory Health Care Facilities|Clinic/Center|Family Planning, Non-Surgical",89.83,6,14.97,2016
Ambulatory Health Care Facilities|Clinic/Center|Genetics,5570.35,99,56.27,2016
Ambulatory Health Care Facilities|Clinic/Center|Health Service,166.43,6,27.74,2016
Ambulatory Health Care Facilities|Clinic/Center|Infusion Therapy,2864.62,76,37.69,2016
Ambulatory Health Care Facilities|Clinic/Center|Magnetic Resonance Imaging (MRI),270.75,19,14.25,2016
Ambulatory Health Care Facilities|Clinic/Center|Medical Specialty,2489.39,15,165.96,2016
Ambulatory Health Care Facilities|Clinic/Center|Mental Health (Including Community Mental Health Center),250.61,14,17.9,2016
Ambulatory Health Care Facilities|Clinic/Center|Multi-Specialty,813.17,54,15.06,2016
Ambulatory Health Care Facilities|Clinic/Center|Occupational Medicine,1834.2,1,1834.2,2016
"Ambulatory Health Care Facilities|Clinic/Center|Oncology, Radiation",2428.85,48,50.6,2016
Ambulatory Health Care Facilities|Clinic/Center|Ophthalmologic Surgery,34.22,2,17.11,2016
Ambulatory Health Care Facilities|Clinic/Center|Oral and Maxillofacial Surgery,99.6,6,16.6,2016
Ambulatory Health Care Facilities|Clinic/Center|Pain,205.49,8,25.69,2016
Ambulatory Health Care Facilities|Clinic/Center|Prison Health,10691.68,415,25.76,2016
"Ambulatory Health Care Facilities|Clinic/Center|Public Health, State or Local",3215.55,80,40.19,2016
Ambulatory Health Care Facilities|Clinic/Center|Radiology,1244.99,61,20.41,2016
"Ambulatory Health Care Facilities|Clinic/Center|Radiology, Mammography",1398.33,34,41.13,2016
"Ambulatory Health Care Facilities|Clinic/Center|Radiology, Mobile",67.66,1,67.66,2016
Ambulatory Health Care Facilities|Clinic/Center|Rural Health,2297.35,5,459.47,2016
Ambulatory Health Care Facilities|Clinic/Center|Sleep Disorder Diagnostic,13337.91,18,740.99,2016
Ambulatory Health Care Facilities|Clinic/Center|Student Health,229.15,5,45.83,2016
Ambulatory Health Care Facilities|Clinic/Center|Urgent Care,41.6,2,20.8,2016
Ambulatory Health Care Facilities|Clinic/Center|VA,1175.89,55,21.38,2016
Behavioral Health & Social Service Providers|Behavioral Analyst,129.86,7,18.55,2016
Behavioral Health & Social Service Providers|Clinical Neuropsychologist,6970.41,109,63.95,2016
Behavioral Health & Social Service Providers|Counselor,197.17,6,32.86,2016
Behavioral Health & Social Service Providers|Counselor|Addiction (Substance Use Disorder),547.58,28,19.56,2016
Behavioral Health & Social Service Providers|Counselor|Mental Health,38026.86,373,101.95,2016
Behavioral Health & Social Service Providers|Counselor|Pastoral,155.71,10,15.57,2016
Behavioral Health & Social Service Providers|Counselor|Professional,512.67,16,32.04,2016
Behavioral Health & Social Service Providers|Marriage & Family Therapist,513.81,27,19.03,2016
Behavioral Health & Social Service Providers|Psychoanalyst,1980.3,22,90.01,2016
Behavioral Health & Social Service Providers|Psychologist,23662.29,450,52.58,2016
Behavioral Health & Social Service Providers|Psychologist|Addiction (Substance Use Disorder),15.99,1,15.99,2016
Behavioral Health & Social Service Providers|Psychologist|Adult Development & Aging,624.15,78,8.0,2016
